"SpeciesId","Species Name","CU","CU Name","Year","T_Idx_E","ExpFactor1","AdjSum","ExpFactor2","ObsE","ExpFactor3","TE","CDN Harvest","CDN ER","TRTC","Total Harvest","Total ER","Total Run","Q1","Q2","Q3"
"CM","Chum","CM_22","Skidegate",1972,47400,1.03066412087799,48853.4793296168,1.16386744655523,56858.9742426995,1.5,85288.4613640493,96206.4637480101,0.53007798255852,181494.925112059,96206.4637480101,0.53007798255852,181494.925112059,3.15384615384615,4.85124096077067,4.29602186640655
"CM","Chum","CM_22","Skidegate",1973,51060,1.03066412087799,52625.7100120302,1.16386744655523,61249.3507348573,1.5,91874.026102286,126531.252688931,0.579341549752044,218405.278791217,126531.252688931,0.579341549752044,218405.278791217,3.15384615384615,4.85124096077067,4.29602186640655
"CM","Chum","CM_22","Skidegate",1974,55675,1.01233638705479,56361.8283492754,1.16386744655523,65597.697244055,1.5,98396.5458660825,55868.1026084537,0.362157520604441,154264.648474536,55868.1026084537,0.362157520604441,154264.648474536,3.15384615384615,4.93906972419178,4.29602186640655
"CM","Chum","CM_22","Skidegate",1975,14537,1.07375371629462,15609.1577737748,1.16386744655523,18166.9906010409,1.5,27250.4859015614,652.786498391688,0.0233946215710809,27903.2723999531,652.786498391688,0.0233946215710809,27903.2723999531,3.15384615384615,4.65656129904197,4.29602186640655
"CM","Chum","CM_22","Skidegate",1976,34575,1.01233638705479,35001.5305824193,1.16386744655523,40737.142024485,1.5,61105.7130367275,13206.7067007645,0.177718700957621,74312.419737492,13206.7067007645,0.177718700957621,74312.419737492,3.15384615384615,4.93906972419178,4.29602186640655
"CM","Chum","CM_22","Skidegate",1977,95650,1.01233638705479,96829.9754217905,1.16386744655523,112697.256244165,1.5,169045.884366247,118682.154753038,0.412480323837454,287728.039119285,118682.154753038,0.412480323837454,287728.039119285,3.15384615384615,4.93906972419178,4.29602186640655
"CM","Chum","CM_22","Skidegate",1978,101850,1.01233638705479,103106.46102153,1.16386744655523,120002.253512474,1.5,180003.380268711,59677.5141555678,0.248987364215721,239680.894424279,59677.5141555678,0.248987364215721,239680.894424279,3.15384615384615,4.93906972419178,4.29602186640655
"CM","Chum","CM_22","Skidegate",1979,24446,1.03066412087799,25195.6150989834,1.16386744655523,29324.356209642,1.5,43986.5343144631,693.080278398126,0.0155122259830071,44679.6145928612,693.080278398126,0.0155122259830071,44679.6145928612,3.15384615384615,4.85124096077067,4.29602186640655
"CM","Chum","CM_22","Skidegate",1980,63185,1.01233638705479,63964.4746160568,1.15784994047936,74061.2631269948,1.5,111091.894690492,57076.8772412788,0.339402355060521,168168.771931771,57076.8772412788,0.339402355060521,168168.771931771,3.15384615384615,4.93906972419178,4.3183488854609
"CM","Chum","CM_22","Skidegate",1981,69637,1.01233638705479,70496.0689853343,1.15784994047936,81623.869278698,1.5,122435.803918047,16971.5318657623,0.121740593996298,139407.335783809,16971.5318657623,0.121740593996298,139407.335783809,3.15384615384615,4.93906972419178,4.3183488854609
"CM","Chum","CM_22","Skidegate",1982,97245,1.0538762484053,102484.195776174,1.15784994047936,118661.319979518,1.5,177991.979969276,18636.0199042105,0.0947780576326931,196627.999873487,18636.0199042105,0.0947780576326931,196627.999873487,3.15384615384615,4.74439006246309,4.3183488854609
"CM","Chum","CM_22","Skidegate",1983,46695,1.01233638705479,47271.0475935234,1.15784994047936,54732.7796425579,1.5,82099.1694638369,295.893491121844,0.00359115559246061,82395.0629549587,295.893491121844,0.00359115559246061,82395.0629549587,3.15384615384615,4.93906972419178,4.3183488854609
"CM","Chum","CM_22","Skidegate",1984,91935,1.01233638705479,93069.145743882,1.15784994047936,107760.104860018,1.5,161640.157290028,88005.4320697788,0.352521477729532,249645.589359806,88005.4320697788,0.352521477729532,249645.589359806,3.15384615384615,4.93906972419178,4.3183488854609
"CM","Chum","CM_22","Skidegate",1985,116235,1.04680826917115,121675.759167109,1.15784994047936,140882.270509418,1.5,211323.405764127,282666.807642403,0.572211351502589,493990.21340653,282666.807642403,0.572211351502589,493990.21340653,3.15384615384615,4.77642386600453,4.3183488854609
"CM","Chum","CM_22","Skidegate",1986,92900,1.01233638705479,94046.0503573899,1.15784994047936,108891.213808623,1.5,163336.820712934,91366.0617650434,0.358716245674775,254702.882477977,91366.0617650434,0.358716245674775,254702.882477977,3.15384615384615,4.93906972419178,4.3183488854609
"CM","Chum","CM_22","Skidegate",1987,93111,1.01233638705479,94259.6533350584,1.15784994047936,109138.534003602,1.5,163707.801005403,67940.6216937361,0.293291967638286,231648.42269914,67940.6216937361,0.293291967638286,231648.42269914,3.15384615384615,4.93906972419178,4.3183488854609
"CM","Chum","CM_22","Skidegate",1988,62687,1.01233638705479,63460.3310953035,1.15784994047936,73477.5405814975,1.5,110216.310872246,108505.885175298,0.496089958568777,218722.196047545,108505.885175298,0.496089958568777,218722.196047545,3.15384615384615,4.93906972419178,4.3183488854609
"CM","Chum","CM_22","Skidegate",1989,82085,1.01233638705479,83097.6323313923,1.15784994047936,96214.5886488782,1.5,144321.882973317,43792.1221209467,0.232795650164391,188114.005094264,43792.1221209467,0.232795650164391,188114.005094264,3.15384615384615,4.93906972419178,4.3183488854609
"CM","Chum","CM_22","Skidegate",1990,75305,1.01233638705479,76233.9916271609,1.16630665497568,88912.2117701176,1.5,133368.317655176,86611.0068630475,0.39372339674528,219979.324518224,86611.0068630475,0.39372339674528,219979.324518224,3.15384615384615,4.93906972419178,4.28703718586282
"CM","Chum","CM_22","Skidegate",1991,92941,1.01233638705479,94087.5561492591,1.16630665497568,109734.942887278,1.5,164602.414330918,127710.722102704,0.43689696488103,292313.136433621,127710.722102704,0.43689696488103,292313.136433621,3.15384615384615,4.93906972419178,4.28703718586282
"CM","Chum","CM_22","Skidegate",1992,62148,1.01233638705479,62914.681782681,1.16630665497568,73377.8120588178,1.5,110066.718088227,63477.6782925182,0.365771984669862,173544.396380745,63477.6782925182,0.365771984669862,173544.396380745,3.15384615384615,4.93906972419178,4.28703718586282
"CM","Chum","CM_22","Skidegate",1993,69009,1.0595848943025,73120.8939709211,1.16630665497568,85281.385256056,1.5,127922.077884084,60702.8456593686,0.321817735000353,188624.923543453,60702.8456593686,0.321817735000353,188624.923543453,3.15384615384615,4.7188290687094,4.28703718586282
"CM","Chum","CM_22","Skidegate",1994,40526,1.01233638705479,41025.9444217824,1.16630665497568,47848.832005787,1.5,71773.2480086805,32390.1855784483,0.310955432852116,104163.433587129,32390.1855784483,0.310955432852116,104163.433587129,3.15384615384615,4.93906972419178,4.28703718586282
"CM","Chum","CM_22","Skidegate",1995,55449,1.01233638705479,56133.040325801,1.16630665497568,65468.3384959996,1.5,98202.5077439995,10155.2434791677,0.0937195850276793,108357.751223167,10155.2434791677,0.0937195850276793,108357.751223167,3.15384615384615,4.93906972419178,4.28703718586282
"CM","Chum","CM_22","Skidegate",1996,81318,1.01233638705479,82321.1703225213,1.16630665497568,96011.7287925427,1.5,144017.593188814,50160.4371358927,0.25832189693146,194178.030324707,50160.4371358927,0.25832189693146,194178.030324707,3.15384615384615,4.93906972419178,4.28703718586282
"CM","Chum","CM_22","Skidegate",1997,58788,1.01233638705479,59513.2315221769,1.16630665497568,69410.6779834231,1.5,104116.016975135,21269.5089006108,0.169632888262466,125385.525875745,21269.5089006108,0.169632888262466,125385.525875745,3.15384615384615,4.93906972419178,4.28703718586282
"CM","Chum","CM_22","Skidegate",1998,107051,1.01233638705479,108371.622570602,1.16630665497568,126394.544614605,1.5,189591.816921908,48774.1904030446,0.204618900783756,238366.007324953,48774.1904030446,0.204618900783756,238366.007324953,3.15384615384615,4.93906972419178,4.28703718586282
"CM","Chum","CM_22","Skidegate",1999,109161,1.01233638705479,110507.652347288,1.16630665497568,128885.81035838,1.5,193328.71553757,51708.4774695454,0.211022975063397,245037.193007116,51708.4774695454,0.211022975063397,245037.193007116,3.15384615384615,4.93906972419178,4.28703718586282
"CM","Chum","CM_22","Skidegate",2000,42980,1.01233638705479,43510.2179156148,1.15397222230478,50209.5828610474,1.5,75314.3742915711,21583.7769486751,0.222747045969545,96898.1512402462,21583.7769486751,0.222747045969545,96898.1512402462,3.15384615384615,4.93906972419178,4.3328599279571
"CM","Chum","CM_22","Skidegate",2001,44923,1,44923,1.15397222230478,51839.8941425978,1.5,77759.8412138967,74.3296148818323,0.000954974069748162,77834.1708287785,74.3296148818323,0.000954974069748162,77834.1708287785,3.15384615384615,5,4.3328599279571
"CM","Chum","CM_22","Skidegate",2002,30784,1,30784,1.15397222230478,35523.8808914305,1.5,53285.8213371457,2043.89096438687,0.036940205892418,55329.7123015325,2043.89096438687,0.036940205892418,55329.7123015325,3.15384615384615,5,4.3328599279571
"CM","Chum","CM_22","Skidegate",2003,31700,1.02086682724963,32361.4784238133,1.15397222230478,37344.2471737962,1.5,56016.3707606942,1620.3524357449,0.0281131949542372,57636.7231964391,1620.3524357449,0.0281131949542372,57636.7231964391,3.15384615384615,4.89779848510775,4.3328599279571
"CM","Chum","CM_22","Skidegate",2004,34050,1.01233638705479,34470.0539792156,1.15397222230478,39777.4847933612,1.5,59666.2271900418,0,0,59666.2271900418,0,0,59666.2271900418,3.15384615384615,4.93906972419178,4.3328599279571
"CM","Chum","CM_22","Skidegate",2005,16540,1.22303439757719,20228.9889359267,1.15397222230478,23343.6913173703,1.5,35015.5369760554,3516.66412193286,0.0912655914202747,38532.2010979882,3516.66412193286,0.0912655914202747,38532.2010979882,3.15384615384615,4.08819245795941,4.3328599279571
"CM","Chum","CM_22","Skidegate",2006,23550,1.07696544770666,25362.5362934918,1.15397222230478,29267.6623698864,1.5,43901.4935548297,4126.6961664519,0.0859223758047107,48028.1897212816,4126.6961664519,0.0859223758047107,48028.1897212816,3.15384615384615,4.64267448008406,4.3328599279571
"CM","Chum","CM_22","Skidegate",2007,15700,1.06312431979077,16691.051820715,1.15397222230478,19261.0101621548,1.5,28891.5152432322,0,0,28891.5152432322,0,0,28891.5152432322,3.15384615384615,4.70311882337905,4.3328599279571
"CM","Chum","CM_22","Skidegate",2008,38650,1.00832294748794,38971.6819204088,1.15397222230478,44972.2383926493,1.5,67458.357588974,1389.25777986831,0.0201787349122485,68847.6153688423,1389.25777986831,0.0201787349122485,68847.6153688423,3.15384615384615,4.95872876091597,4.3328599279571
"CM","Chum","CM_22","Skidegate",2009,45250,1,45250,1.15397222230478,52217.2430592915,1.5,78325.8645889372,0,0,78325.8645889372,0,0,78325.8645889372,3.15384615384615,5,4.3328599279571
"CM","Chum","CM_22","Skidegate",2010,7500,3.04204469129424,22815.3351847068,1.14049659837014,26020.8121688327,1.5,39031.218253249,2961.64984177336,0.070527448496056,41992.8680950224,2961.64984177336,0.070527448496056,41992.8680950224,3.15384615384615,1.64363134253388,4.38405516258917
"CM","Chum","CM_22","Skidegate",2011,31250,1.11152270735413,34735.0846048165,1.14049659837014,39615.2458358922,1.5,59422.8687538383,0,0,59422.8687538383,0,0,59422.8687538383,3.15384615384615,4.49833365249192,4.38405516258917
"CM","Chum","CM_22","Skidegate",2012,43424,1.0538762484053,45763.5222107519,1.14049659837014,52193.1414107989,1.5,78289.7121161983,0,0,78289.7121161983,0,0,78289.7121161983,3.15384615384615,4.74439006246309,4.38405516258917
"CM","Chum","CM_22","Skidegate",2013,19550,1.06312431979077,20784.0804519095,1.14049659837014,23704.1730556541,1.5,35556.2595834811,0,0,35556.2595834811,0,0,35556.2595834811,3.15384615384615,4.70311882337905,4.38405516258917
"CM","Chum","CM_22","Skidegate",2014,17385,1.01233638705479,17599.4680889475,1.14049659837014,20072.1334885685,1.5,30108.2002328527,0,0,30108.2002328527,0,0,30108.2002328527,3.15384615384615,4.93906972419178,4.38405516258917
"CM","Chum","CM_22","Skidegate",2015,38900,1.08051252006619,42031.9370305749,1.14049659837014,47937.2812062786,1.5,71905.921809418,27823.5678211173,0.278990376108354,99729.4896305352,27823.5678211173,0.278990376108354,99729.4896305352,3.15384615384615,4.62743365499707,4.38405516258917
"CM","Chum","CM_22","Skidegate",2016,16250,1.09023613787663,17716.3372404953,1.14049659837014,20205.4223583631,1.5,30308.1335375447,,,,,,,3.15384615384615,4.58616241591304,4.38405516258917
"CM","Chum","CM_22","Skidegate",2017,30951,1.11152270735413,34402.7393153176,1.14049659837014,39236.2071637344,1.5,58854.3107456016,,,,,,,3.15384615384615,4.49833365249192,4.38405516258917
"CM","Chum","CM_23","West Haida Gwaii",1954,81825,1.25765937524308,102907.978379265,1.44351834567099,148549.554706382,1.5,222824.332059573,124589.097758064,0.358619117929502,347413.429817637,124589.097758064,0.358619117929502,347413.429817637,2.16129032258065,3.97563926960239,3.46375923450829
"CM","Chum","CM_23","West Haida Gwaii",1955,6625,2.03452613698304,13478.7356575126,1.44351834567099,19456.8021980692,1.5,29185.2032971038,17681.5648560883,0.377272970866971,46866.768153192,17681.5648560883,0.377272970866971,46866.768153192,2.16129032258065,2.45757471929773,3.46375923450829
"CM","Chum","CM_23","West Haida Gwaii",1956,15425,2.03901650016744,31451.8295150827,1.44351834567099,45401.2929099381,1.5,68101.9393649071,78400.0087765779,0.535146527204284,146501.948141485,78400.0087765779,0.535146527204284,146501.948141485,2.16129032258065,2.45216259877711,3.46375923450829
"CM","Chum","CM_23","West Haida Gwaii",1957,96975,1.37725783283624,133559.578339294,1.44351834567099,192795.701572852,1.5,289193.552359278,5507.53866577754,0.0186885587923028,294701.091025056,5507.53866577754,0.0186885587923028,294701.091025056,2.16129032258065,3.63040229707993,3.46375923450829
"CM","Chum","CM_23","West Haida Gwaii",1958,50025,1.0991773771813,54986.3482934944,1.44351834567099,79373.8025231136,1.5,119060.70378467,6387.66740339103,0.0509186954194502,125448.371188061,6387.66740339103,0.0509186954194502,125448.371188061,2.16129032258065,4.54885635730775,3.46375923450829
"CM","Chum","CM_23","West Haida Gwaii",1959,5779,2.14471503662651,12394.3081966646,1.44351834567099,17891.4112637857,1.5,26837.1168956785,5524.09919907375,0.170701224048547,32361.2160947522,5524.09919907375,0.170701224048547,32361.2160947522,2.16129032258065,2.33131204594185,3.46375923450829
"CM","Chum","CM_23","West Haida Gwaii",1960,17007,1.41485184380618,24062.3853076117,1.31154000813102,31558.7810219967,1.5,47338.1715329951,702.750091298032,0.0146281559041255,48040.9216242931,702.750091298032,0.0146281559041255,48040.9216242931,2.16129032258065,3.53393892221902,3.81231221998721
"CM","Chum","CM_23","West Haida Gwaii",1961,60325,1.32349066379462,79839.5742934102,1.31154000813102,104712.795917956,1.5,157069.193876934,3249.78902248634,0.020270768711932,160318.982899421,3249.78902248634,0.020270768711932,160318.982899421,2.16129032258065,3.77788838016006,3.81231221998721
"CM","Chum","CM_23","West Haida Gwaii",1962,33675,1.5702598867661,52878.5016868483,1.31154000813102,69352.2705323251,1.5,104028.405798488,1180.55222611767,0.0112210238394489,105208.958024605,1180.55222611767,0.0112210238394489,105208.958024605,2.16129032258065,3.18418628797641,3.81231221998721
"CM","Chum","CM_23","West Haida Gwaii",1963,54275,1.47340294075763,79968.9446096204,1.31154000813102,104882.47026353,1.5,157323.705395296,106.899062127205,0.000679023386181024,157430.604457423,106.899062127205,0.000679023386181024,157430.604457423,2.16129032258065,3.39350483271669,3.81231221998721
"CM","Chum","CM_23","West Haida Gwaii",1964,158025,1.22293295238739,193253.979801018,1.31154000813102,253460.326239578,1.5,380190.489359368,200311.109180475,0.345065559999016,580501.598539842,200311.109180475,0.345065559999016,580501.598539842,2.16129032258065,4.08853158322299,3.81231221998721
"CM","Chum","CM_23","West Haida Gwaii",1965,31325,1.13993768167117,35708.5478783492,1.31154000813102,46833.189174717,1.5,70249.7837620755,75001.9284685182,0.516358308736831,145251.712230594,75001.9284685182,0.516358308736831,145251.712230594,2.16129032258065,4.38620468504026,3.81231221998721
"CM","Chum","CM_23","West Haida Gwaii",1966,79650,1.20403757711006,95901.5930168161,1.31154000813102,125778.776085053,1.5,188668.164127579,44463.6328398061,0.190723159252389,233131.796967385,44463.6328398061,0.190723159252389,233131.796967385,2.16129032258065,4.1526943137448,3.81231221998721
"CM","Chum","CM_23","West Haida Gwaii",1967,72006,1.06494515357094,76682.4407280289,1.31154000813102,100572.088935945,1.5,150858.133403918,31986.5252511737,0.174938253523234,182844.658655092,31986.5252511737,0.174938253523234,182844.658655092,2.16129032258065,4.69507747251976,3.81231221998721
"CM","Chum","CM_23","West Haida Gwaii",1968,78016,1.04438431291827,81478.6865566318,1.31154000813102,106862.55722899,1.5,160293.835843484,55310.7543241142,0.256537925658813,215604.590167599,55310.7543241142,0.256537925658813,215604.590167599,2.16129032258065,4.78750967259241,3.81231221998721
"CM","Chum","CM_23","West Haida Gwaii",1969,56950,1.00997662733927,57518.1689269713,1.31154000813102,75437.3797421613,1.5,113156.069613242,45901.1232892514,0.288582505774449,159057.192902493,45901.1232892514,0.288582505774449,159057.192902493,2.16129032258065,4.95060961279099,3.81231221998721
"CM","Chum","CM_23","West Haida Gwaii",1970,58800,1.01076464807972,59432.9613070874,1.42836081923223,84891.7133019887,1.5,127337.569952983,181248.561705469,0.58735161146541,308586.131658452,181248.561705469,0.58735161146541,308586.131658452,2.16129032258065,4.94674997735542,3.5005160689633
"CM","Chum","CM_23","West Haida Gwaii",1971,63415,1.04853113526274,66492.6019426869,1.42836081923223,94975.4273837388,1.5,142463.141075608,76468.1508859529,0.349279219981851,218931.291961561,76468.1508859529,0.349279219981851,218931.291961561,2.16129032258065,4.7685756119651,3.5005160689633
"CM","Chum","CM_23","West Haida Gwaii",1972,54000,1.00882407186592,54476.4998807598,1.42836081923223,77812.0979985865,1.5,116718.14699788,109142.332795041,0.483228995595456,225860.47979292,109142.332795041,0.483228995595456,225860.47979292,2.16129032258065,4.95626555654248,3.5005160689633
"CM","Chum","CM_23","West Haida Gwaii",1973,36320,1.00803907290212,36611.979127805,1.42836081923223,52295.1165007049,1.5,78442.6747510573,55879.399870098,0.416010547988493,134322.074621155,55879.399870098,0.416010547988493,134322.074621155,2.16129032258065,4.96012519197804,3.5005160689633
"CM","Chum","CM_23","West Haida Gwaii",1974,24395,1.00882407186592,24610.2632331692,1.42836081923223,35152.3357532503,1.5,52728.5036298755,63306.3137693064,0.545580328286471,116034.817399182,63306.3137693064,0.545580328286471,116034.817399182,2.16129032258065,4.95626555654248,3.5005160689633
"CM","Chum","CM_23","West Haida Gwaii",1975,16574,1.08290571041494,17948.0792444173,1.42836081923223,25636.3331732008,1.5,38454.4997598012,42022.7317764251,0.522169202074364,80477.2315362264,42022.7317764251,0.522169202074364,80477.2315362264,2.16129032258065,4.61720716024678,3.5005160689633
"CM","Chum","CM_23","West Haida Gwaii",1976,18180,1.07360941935818,19518.2192439318,1.42836081923223,27879.0596292167,1.5,41818.589443825,2727.37565125548,0.0612260986025126,44545.9650950805,2727.37565125548,0.0612260986025126,44545.9650950805,2.16129032258065,4.65718715749444,3.5005160689633
"CM","Chum","CM_23","West Haida Gwaii",1977,35685,1.07088368116205,38214.4841622678,1.42836081923223,54584.0719045538,1.5,81876.1078568308,16845.3752836419,0.170635354613466,98721.4831404726,16845.3752836419,0.170635354613466,98721.4831404726,2.16129032258065,4.66904117408376,3.5005160689633
"CM","Chum","CM_23","West Haida Gwaii",1978,20228,1.04385327663436,21115.0640797599,1.42836081923223,30159.9302271068,1.5,45239.8953406602,9954.83217475625,0.180358389702635,55194.7275154165,9954.83217475625,0.180358389702635,55194.7275154165,2.16129032258065,4.78994520774148,3.5005160689633
"CM","Chum","CM_23","West Haida Gwaii",1979,37989,1.04385327663436,39654.9421260628,1.42836081923223,56641.5656217897,1.5,84962.3484326845,11546.2059505895,0.119639197005635,96508.554383274,11546.2059505895,0.119639197005635,96508.554383274,2.16129032258065,4.78994520774148,3.5005160689633
"CM","Chum","CM_23","West Haida Gwaii",1980,55910,1.01076464807972,56511.851474137,1.37860987636238,77907.7965737694,1.5,116861.694860654,49870.4835008898,0.299105331622011,166732.178361544,49870.4835008898,0.299105331622011,166732.178361544,2.16129032258065,4.94674997735542,3.62684185405161
"CM","Chum","CM_23","West Haida Gwaii",1981,25155,1.04672482350301,26330.3629352182,1.37860987636238,36299.2983906978,1.5,54448.9475860468,5867.99010384047,0.097285942035222,60316.9376898872,5867.99010384047,0.097285942035222,60316.9376898872,2.16129032258065,4.77680464600697,3.62684185405161
"CM","Chum","CM_23","West Haida Gwaii",1982,44974,1.05497555964309,47446.4708193881,1.37860987636238,65410.1732701481,1.5,98115.2599052221,44107.4534150079,0.310129460937052,142222.71332023,44107.4534150079,0.310129460937052,142222.71332023,2.16129032258065,4.73944628792309,3.62684185405161
"CM","Chum","CM_23","West Haida Gwaii",1983,20139,1.05920916082445,21331.4132898436,1.37860987636238,29407.6970381462,1.5,44111.5455572193,6153.78280093338,0.122425994257636,50265.3283581526,6153.78280093338,0.122425994257636,50265.3283581526,2.16129032258065,4.72050297989132,3.62684185405161
"CM","Chum","CM_23","West Haida Gwaii",1984,34515,1.07977778931986,37268.530398375,1.37860987636238,51378.7640847115,1.5,77068.1461270673,82968.6287115329,0.518434770978159,160036.7748386,82968.6287115329,0.518434770978159,160036.7748386,2.16129032258065,4.6305823748694,3.62684185405161
"CM","Chum","CM_23","West Haida Gwaii",1985,46653,1.10560781261025,51579.9212817062,1.37860987636238,71108.5889009544,1.5,106662.883351432,75235.3205293046,0.413612223343522,181898.203880736,75235.3205293046,0.413612223343522,181898.203880736,2.16129032258065,4.52239930196892,3.62684185405161
"CM","Chum","CM_23","West Haida Gwaii",1986,48785,1.00747370983749,49149.6049344217,1.37860987636238,67758.1307819031,1.5,101637.196172855,23521.7082056498,0.187934756399877,125158.904378504,23521.7082056498,0.187934756399877,125158.904378504,2.16129032258065,4.96290866071984,3.62684185405161
"CM","Chum","CM_23","West Haida Gwaii",1987,39905,1.00747370983749,40203.2383910649,1.37860987636238,55424.5815076733,1.5,83136.87226151,22740.3014509796,0.214780019654955,105877.17371249,22740.3014509796,0.214780019654955,105877.17371249,2.16129032258065,4.96290866071984,3.62684185405161
"CM","Chum","CM_23","West Haida Gwaii",1988,45295,1.00449306688754,45498.5134646712,1.37860987636238,62724.7000222026,1.5,94087.0500333038,8217.30985328188,0.0803221862918801,102304.359886586,8217.30985328188,0.0803221862918801,102304.359886586,2.16129032258065,4.97763515231885,3.62684185405161
"CM","Chum","CM_23","West Haida Gwaii",1989,26474,1.01242091791679,26802.831380929,1.37860987636238,36950.6480562244,1.5,55425.9720843366,29569.210161283,0.347892779096981,84995.1822456196,29569.210161283,0.347892779096981,84995.1822456196,2.16129032258065,4.9386573425293,3.62684185405161
"CM","Chum","CM_23","West Haida Gwaii",1990,42790,1.04472862823979,44703.9380023805,1.1235279615541,50226.1243372555,1.5,75339.1865058832,47875.6287886205,0.388554157827448,123214.815294504,47875.6287886205,0.388554157827448,123214.815294504,2.16129032258065,4.7859318342068,4.450267524347
"CM","Chum","CM_23","West Haida Gwaii",1991,54679,1.00586000440182,54999.4191806874,1.1235279615541,61793.3853187372,1.5,92690.0779781058,41668.7602463475,0.310130400031725,134358.838224453,41668.7602463475,0.310130400031725,134358.838224453,2.16129032258065,4.97087067595799,4.450267524347
"CM","Chum","CM_23","West Haida Gwaii",1992,24480,1.05216431777938,25756.9824992393,1.1235279615541,28938.690043155,1.5,43408.0350647325,9945.73878462206,0.186411158331631,53353.7738493546,9945.73878462206,0.186411158331631,53353.7738493546,2.16129032258065,4.75210945240246,4.450267524347
"CM","Chum","CM_23","West Haida Gwaii",1993,68718,1.0236949390842,70346.268823988,1.1235279615541,79036.000014752,1.5,118554.000022128,53917.9067669703,0.312618488255609,172471.906789098,53917.9067669703,0.312618488255609,172471.906789098,2.16129032258065,4.8842675772853,4.450267524347
"CM","Chum","CM_23","West Haida Gwaii",1994,36905,1.04472862823979,38555.7100251894,1.1235279615541,43318.418290872,1.5,64977.627436308,15561.7073480187,0.193218722127403,80539.3347843267,15561.7073480187,0.193218722127403,80539.3347843267,2.16129032258065,4.7859318342068,4.450267524347
"CM","Chum","CM_23","West Haida Gwaii",1995,42158,1.02285277256203,43121.4271856701,1.1235279615541,48448.1291852195,1.5,72672.1937778293,13717.4188698597,0.158785511931875,86389.6126476889,13717.4188698597,0.158785511931875,86389.6126476889,2.16129032258065,4.88828904229888,4.450267524347
"CM","Chum","CM_23","West Haida Gwaii",1996,27844,1.02647038680551,28581.0414502125,1.1235279615541,32111.5992396505,1.5,48167.3988594758,799.929811635955,0.016335990411253,48967.3286711117,799.929811635955,0.016335990411253,48967.3286711117,2.16129032258065,4.87106112779403,4.450267524347
"CM","Chum","CM_23","West Haida Gwaii",1997,24566,1.12443528309524,27622.8771645178,1.1235279615541,31035.07487291,1.5,46552.612309365,3412.53093702548,0.0682982318332891,49965.1432463905,3412.53093702548,0.0682982318332891,49965.1432463905,2.16129032258065,4.44667654525785,4.450267524347
"CM","Chum","CM_23","West Haida Gwaii",1998,75890,1.0606818455566,80495.1452592904,1.1235279615541,90438.5464681718,1.5,135657.819702258,17236.1479627586,0.112732688058185,152893.967665016,17236.1479627586,0.112732688058185,152893.967665016,2.16129032258065,4.71394888198187,4.450267524347
"CM","Chum","CM_23","West Haida Gwaii",1999,94605,1.05604169839145,99906.824876323,1.1235279615541,112248.111298638,1.5,168372.166947957,27930.839522054,0.142284318637377,196303.006470011,27930.839522054,0.142284318637377,196303.006470011,2.16129032258065,4.73466152673322,4.450267524347
"CM","Chum","CM_23","West Haida Gwaii",2000,59969,1.07037428360709,64189.2754136337,1.12551451215845,72245.9610029805,1.5,108368.941504471,26725.6139005097,0.197828948919465,135094.55540498,26725.6139005097,0.197828948919465,135094.55540498,2.16129032258065,4.67126319884137,4.44241273300978
"CM","Chum","CM_23","West Haida Gwaii",2001,38980,1.15944043134929,45194.9880139953,1.12551451215845,50867.614886579,1.5,76301.4223298685,46.8236192383442,0.00061329004558345,76348.2459491068,46.8236192383442,0.00061329004558345,76348.2459491068,2.16129032258065,4.31242508438428,4.44241273300978
"CM","Chum","CM_23","West Haida Gwaii",2002,63000,1.1191776846098,70508.1941304172,1.12551451215845,79357.99571987,1.5,119036.993579805,1228.26408716372,0.0102129585134632,120265.257666969,1228.26408716372,0.0102129585134632,120265.257666969,2.16129032258065,4.46756584656462,4.44241273300978
"CM","Chum","CM_23","West Haida Gwaii",2003,58390,1.02803896189957,60027.1949853159,1.12551451215845,67561.4790801382,1.5,101342.218620207,51.2905955345587,0.00050585679429858,101393.509215742,51.2905955345587,0.00050585679429858,101393.509215742,2.16129032258065,4.8636288947271,4.44241273300978
"CM","Chum","CM_23","West Haida Gwaii",2004,58815,1.44439125449614,84951.8716331906,1.12551451215845,95614.564358178,1.5,143421.846537267,9275.88064408431,0.0607466844157269,152697.727181351,9275.88064408431,0.0607466844157269,152697.727181351,2.16129032258065,3.46166593326833,4.44241273300978
"CM","Chum","CM_23","West Haida Gwaii",2005,63600,1.40554369148511,89392.5787784533,1.12551451215845,100612.644694417,1.5,150918.967041625,82720.9501901273,0.354053156542058,233639.917231753,82720.9501901273,0.354053156542058,233639.917231753,2.16129032258065,3.55734227992368,4.44241273300978
"CM","Chum","CM_23","West Haida Gwaii",2006,47575,1.08238569825616,51494.4995945368,1.12551451215845,57957.8065899888,1.5,86936.7098849832,15844.9231715826,0.15416103734081,102781.633056566,15844.9231715826,0.15416103734081,102781.633056566,2.16129032258065,4.61942541189849,4.44241273300978
"CM","Chum","CM_23","West Haida Gwaii",2007,42110,1.27592291639741,53729.114009495,1.12551451215845,60472.8975431026,1.5,90709.3463146539,0,0,90709.3463146539,0,0,90709.3463146539,2.16129032258065,3.9187320297668,4.44241273300978
"CM","Chum","CM_23","West Haida Gwaii",2008,32400,1.43975284677232,46647.9922354232,1.12551451215845,52502.9922240236,1.5,78754.4883360355,0,0,78754.4883360355,0,0,78754.4883360355,2.16129032258065,3.47281827655986,4.44241273300978
